#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
321010:7037,55:55,08/08/18 10:37:21,HLT_Mu7_IP4_part2_v2,36728.131101877,35875.649362493,22.0,HFOC
321010:7037,56:56,08/08/18 10:37:44,HLT_Mu7_IP4_part2_v2,36713.140085877,35348.622624739,22.0,HFOC
321010:7037,57:57,08/08/18 10:38:07,HLT_Mu7_IP4_part2_v2,36662.628715745,35812.252827832,22.0,HFOC
321010:7037,58:58,08/08/18 10:38:31,HLT_Mu7_IP4_part2_v2,36635.021175667,35786.674870903,22.0,HFOC
321010:7037,59:59,08/08/18 10:38:54,HLT_Mu7_IP4_part2_v2,36599.631563796,35748.711101527,22.0,HFOC
321010:7037,60:60,08/08/18 10:39:17,HLT_Mu7_IP4_part2_v2,36662.973624990,35814.392308798,22.0,HFOC
321010:7037,61:61,08/08/18 10:39:41,HLT_Mu7_IP4_part2_v2,36621.190931576,35772.063214381,22.0,HFOC
321010:7037,62:62,08/08/18 10:40:04,HLT_Mu7_IP4_part2_v2,36581.493289302,35735.800205714,22.0,HFOC
321010:7037,63:63,08/08/18 10:40:27,HLT_Mu7_IP4_part2_v2,36564.113798616,35719.462476784,21.9,HFOC
321010:7037,64:64,08/08/18 10:40:51,HLT_Mu7_IP4_part2_v2,36498.205872190,35656.692616623,21.9,HFOC
321010:7037,65:65,08/08/18 10:41:14,HLT_Mu7_IP4_part2_v2,36478.006399880,35635.652263514,21.9,HFOC
321010:7037,66:66,08/08/18 10:41:37,HLT_Mu7_IP4_part2_v2,36443.486175699,35090.717015625,21.9,HFOC
321010:7037,67:67,08/08/18 10:42:01,HLT_Mu7_IP4_part2_v2,36467.740444655,35629.201220871,21.9,HFOC
321010:7037,68:68,08/08/18 10:42:24,HLT_Mu7_IP4_part2_v2,36440.658074610,35601.559630098,21.9,HFOC
321010:7037,69:69,08/08/18 10:42:47,HLT_Mu7_IP4_part2_v2,36399.653906029,35560.402300973,21.8,HFOC
321010:7037,70:70,08/08/18 10:43:10,HLT_Mu7_IP4_part2_v2,36365.876624163,35529.255485482,21.8,HFOC
321010:7037,71:71,08/08/18 10:43:34,HLT_Mu7_IP4_part2_v2,36315.291298747,35480.796772700,21.8,HFOC
321010:7037,72:72,08/08/18 10:43:57,HLT_Mu7_IP4_part2_v2,36303.718045799,35470.379848256,21.8,HFOC
321010:7037,73:73,08/08/18 10:44:20,HLT_Mu7_IP4_part2_v2,36275.935588574,35442.544759560,21.8,HFOC
321010:7037,74:74,08/08/18 10:44:44,HLT_Mu7_IP4_part2_v2,36265.788953678,35430.093857763,21.8,HFOC
321010:7037,75:75,08/08/18 10:45:07,HLT_Mu7_IP4_part2_v2,36217.198450227,35389.281804697,21.7,HFOC
321010:7037,76:76,08/08/18 10:45:30,HLT_Mu7_IP4_part2_v2,36196.105368371,34860.716553051,21.7,HFOC
321010:7037,77:77,08/08/18 10:45:54,HLT_Mu7_IP4_part2_v2,36165.698798632,35333.995427714,21.7,HFOC
321010:7037,78:78,08/08/18 10:46:17,HLT_Mu7_IP4_part2_v2,36088.061219340,35262.611813546,21.7,HFOC
321010:7037,79:79,08/08/18 10:46:40,HLT_Mu7_IP4_part2_v2,36124.303294759,35298.161069261,21.7,HFOC
321010:7037,80:80,08/08/18 10:47:04,HLT_Mu7_IP4_part2_v2,36131.676687983,35304.310358646,21.7,HFOC
321010:7037,81:81,08/08/18 10:47:27,HLT_Mu7_IP4_part2_v2,36082.945511788,35251.976204760,21.7,HFOC
321010:7037,82:82,08/08/18 10:47:50,HLT_Mu7_IP4_part2_v2,36065.863026000,34741.274094332,21.6,HFOC
321010:7037,83:83,08/08/18 10:48:14,HLT_Mu7_IP4_part2_v2,36022.563063970,35201.432917544,21.6,HFOC
321010:7037,84:84,08/08/18 10:48:37,HLT_Mu7_IP4_part2_v2,36043.360116425,35215.021165720,21.6,HFOC
321010:7037,85:85,08/08/18 10:49:00,HLT_Mu7_IP4_part2_v2,36033.170923148,35209.642782888,21.6,HFOC
321010:7037,86:86,08/08/18 10:49:23,HLT_Mu7_IP4_part2_v2,36022.242765889,34697.296515221,21.6,HFOC
321010:7037,87:87,08/08/18 10:49:47,HLT_Mu7_IP4_part2_v2,35963.665298736,35144.660433248,21.6,HFOC
321010:7037,88:88,08/08/18 10:50:10,HLT_Mu7_IP4_part2_v2,35933.133591099,35115.428207561,21.6,HFOC
321010:7037,89:89,08/08/18 10:50:33,HLT_Mu7_IP4_part2_v2,35911.387610852,35094.166886661,21.5,HFOC
321010:7037,90:90,08/08/18 10:50:57,HLT_Mu7_IP4_part2_v2,35896.796266245,35083.107790687,21.5,HFOC
321010:7037,91:91,08/08/18 10:51:20,HLT_Mu7_IP4_part2_v2,35888.895425441,35069.801298924,21.5,HFOC
321010:7037,92:92,08/08/18 10:51:43,HLT_Mu7_IP4_part2_v2,35823.899270535,35008.624702760,21.5,HFOC
321010:7037,93:93,08/08/18 10:52:07,HLT_Mu7_IP4_part2_v2,35861.953268067,35030.693202283,21.5,HFOC
321010:7037,94:94,08/08/18 10:52:30,HLT_Mu7_IP4_part2_v2,35844.741153931,35029.966350750,21.5,HFOC
321010:7037,95:95,08/08/18 10:52:53,HLT_Mu7_IP4_part2_v2,35826.193621411,35010.324466420,21.5,HFOC
321010:7037,96:96,08/08/18 10:53:17,HLT_Mu7_IP4_part2_v2,35759.410747525,34446.816590698,21.5,HFOC
321010:7037,97:97,08/08/18 10:53:40,HLT_Mu7_IP4_part2_v2,35735.438583581,34923.250789748,21.4,HFOC
321010:7037,98:98,08/08/18 10:54:03,HLT_Mu7_IP4_part2_v2,35725.379566567,34915.767942447,21.4,HFOC
321010:7037,99:99,08/08/18 10:54:26,HLT_Mu7_IP4_part2_v2,35710.387674719,34903.240030552,21.4,HFOC
321010:7037,100:100,08/08/18 10:54:50,HLT_Mu7_IP4_part2_v2,35697.316529416,34887.704674682,21.4,HFOC
321010:7037,101:101,08/08/18 10:55:13,HLT_Mu7_IP4_part2_v2,35642.211124285,34836.576575276,21.4,HFOC
321010:7037,102:102,08/08/18 10:55:36,HLT_Mu7_IP4_part2_v2,35672.454761055,34864.676529968,21.4,HFOC
321010:7037,103:103,08/08/18 10:56:00,HLT_Mu7_IP4_part2_v2,35667.129776732,34862.003957463,21.4,HFOC
321010:7037,104:104,08/08/18 10:56:23,HLT_Mu7_IP4_part2_v2,35631.829940761,34820.775733421,21.4,HFOC
321010:7037,105:105,08/08/18 10:56:46,HLT_Mu7_IP4_part2_v2,35569.791522669,34766.816106321,21.3,HFOC
321010:7037,106:106,08/08/18 10:57:10,HLT_Mu7_IP4_part2_v2,35545.495775532,34243.940006189,21.3,HFOC
321010:7037,107:107,08/08/18 10:57:33,HLT_Mu7_IP4_part2_v2,35526.542247761,34724.668754767,21.3,HFOC
321010:7037,108:108,08/08/18 10:57:56,HLT_Mu7_IP4_part2_v2,35514.410614774,34712.411764227,21.3,HFOC
321010:7037,109:109,08/08/18 10:58:20,HLT_Mu7_IP4_part2_v2,35504.710704787,34704.932656592,21.3,HFOC
321010:7037,110:110,08/08/18 10:58:43,HLT_Mu7_IP4_part2_v2,35487.397416788,34684.474928878,21.3,HFOC
321010:7037,111:111,08/08/18 10:59:06,HLT_Mu7_IP4_part2_v2,35465.216442637,34661.510162284,21.3,HFOC
321010:7037,112:112,08/08/18 10:59:30,HLT_Mu7_IP4_part2_v2,35438.829978608,34635.224066888,21.3,HFOC
321010:7037,113:113,08/08/18 10:59:53,HLT_Mu7_IP4_part2_v2,35411.151336566,34612.117262100,21.2,HFOC
321010:7037,114:114,08/08/18 11:00:16,HLT_Mu7_IP4_part2_v2,35386.144065376,34592.843120944,21.2,HFOC
321010:7037,115:115,08/08/18 11:00:39,HLT_Mu7_IP4_part2_v2,35372.670168445,34573.585207166,21.2,HFOC
321010:7037,116:116,08/08/18 11:01:03,HLT_Mu7_IP4_part2_v2,35356.786370737,34557.980325450,21.2,HFOC
321010:7037,117:117,08/08/18 11:01:26,HLT_Mu7_IP4_part2_v2,35339.045255506,34051.648254229,21.2,HFOC
321010:7037,118:118,08/08/18 11:01:49,HLT_Mu7_IP4_part2_v2,35309.736907256,34517.952390830,21.2,HFOC
321010:7037,119:119,08/08/18 11:02:13,HLT_Mu7_IP4_part2_v2,35281.707899296,34487.219159122,21.2,HFOC
321010:7037,120:120,08/08/18 11:02:36,HLT_Mu7_IP4_part2_v2,35259.582093866,33932.501688383,21.2,HFOC
321010:7037,121:121,08/08/18 11:02:59,HLT_Mu7_IP4_part2_v2,35253.097219888,34463.147685799,21.2,HFOC
321010:7037,122:122,08/08/18 11:03:23,HLT_Mu7_IP4_part2_v2,35220.989764540,34432.682165551,21.1,HFOC
321010:7037,123:123,08/08/18 11:03:46,HLT_Mu7_IP4_part2_v2,35181.757599148,34393.302114498,21.1,HFOC
321010:7037,124:124,08/08/18 11:04:09,HLT_Mu7_IP4_part2_v2,35161.706833609,34376.217685481,21.1,HFOC
321010:7037,125:125,08/08/18 11:04:33,HLT_Mu7_IP4_part2_v2,35120.640701288,34334.283515236,21.1,HFOC
321010:7037,126:126,08/08/18 11:04:56,HLT_Mu7_IP4_part2_v2,35106.251624448,34321.222968111,21.1,HFOC
321010:7037,127:127,08/08/18 11:05:19,HLT_Mu7_IP4_part2_v2,35124.321240232,34338.111043222,21.1,HFOC
321010:7037,128:128,08/08/18 11:05:42,HLT_Mu7_IP4_part2_v2,35112.962310973,34327.996343017,21.1,HFOC
321010:7037,129:129,08/08/18 11:06:06,HLT_Mu7_IP4_part2_v2,35108.843887926,34320.860469073,21.1,HFOC
321010:7037,130:130,08/08/18 11:06:29,HLT_Mu7_IP4_part2_v2,35054.412539878,33783.646512672,21.0,HFOC
321010:7037,131:131,08/08/18 11:06:52,HLT_Mu7_IP4_part2_v2,35027.539563323,33753.196551678,21.0,HFOC
321010:7037,132:132,08/08/18 11:07:16,HLT_Mu7_IP4_part2_v2,34994.082627215,34215.067455863,21.0,HFOC
321010:7037,133:133,08/08/18 11:07:39,HLT_Mu7_IP4_part2_v2,34941.681146394,34161.913505094,21.0,HFOC
321010:7037,134:134,08/08/18 11:08:02,HLT_Mu7_IP4_part2_v2,34984.690202426,34198.216874331,21.0,HFOC
321010:7037,135:135,08/08/18 11:08:26,HLT_Mu7_IP4_part2_v2,34964.073655634,34185.339401978,21.0,HFOC
321010:7037,136:136,08/08/18 11:08:49,HLT_Mu7_IP4_part2_v2,34961.118170308,34183.907690989,21.0,HFOC
321010:7037,137:137,08/08/18 11:09:12,HLT_Mu7_IP4_part2_v2,34891.048815708,34114.906820494,20.9,HFOC
321010:7037,138:138,08/08/18 11:09:36,HLT_Mu7_IP4_part2_v2,34891.251906408,34114.194557366,20.9,HFOC
321010:7037,139:139,08/08/18 11:09:59,HLT_Mu7_IP4_part2_v2,34867.272445900,34090.399420748,20.9,HFOC
321010:7037,140:140,08/08/18 11:10:22,HLT_Mu7_IP4_part2_v2,34832.195959097,34059.327108385,20.9,HFOC
321010:7037,141:141,08/08/18 11:10:46,HLT_Mu7_IP4_part2_v2,34798.775959061,34027.765474821,20.9,HFOC
321010:7037,142:142,08/08/18 11:11:09,HLT_Mu7_IP4_part2_v2,34768.657053745,33497.155165797,20.9,HFOC
321010:7037,143:143,08/08/18 11:11:32,HLT_Mu7_IP4_part2_v2,34754.173089105,33984.660437777,20.9,HFOC
321010:7037,144:144,08/08/18 11:11:56,HLT_Mu7_IP4_part2_v2,34748.651125794,33981.611485763,20.9,HFOC
321010:7037,145:145,08/08/18 11:12:19,HLT_Mu7_IP4_part2_v2,34732.380910079,33960.114547921,20.8,HFOC
321010:7037,146:146,08/08/18 11:12:42,HLT_Mu7_IP4_part2_v2,34714.952178877,33947.822484796,20.8,HFOC
321010:7037,147:147,08/08/18 11:13:05,HLT_Mu7_IP4_part2_v2,34693.773301260,33923.605603257,20.8,HFOC
321010:7037,148:148,08/08/18 11:13:29,HLT_Mu7_IP4_part2_v2,34678.571475547,33913.033375260,20.8,HFOC
321010:7037,149:149,08/08/18 11:13:52,HLT_Mu7_IP4_part2_v2,34655.308304326,33886.433747516,20.8,HFOC
321010:7037,150:150,08/08/18 11:14:15,HLT_Mu7_IP4_part2_v2,34620.428844573,33804.751599628,20.8,HFOC
321010:7037,151:151,08/08/18 11:14:39,HLT_Mu7_IP4_part2_v2,34594.556030847,33830.868994588,20.8,HFOC
321010:7037,152:152,08/08/18 11:15:02,HLT_Mu7_IP4_part2_v2,34498.545298467,33741.510841869,20.7,HFOC
321010:7037,153:153,08/08/18 11:15:25,HLT_Mu7_IP4_part2_v2,34474.540216817,33712.658980019,20.7,HFOC
321010:7037,155:155,08/08/18 11:16:12,HLT_Mu7_IP4_part2_v2,34493.978549511,33733.545443218,20.7,HFOC
321010:7037,156:156,08/08/18 11:16:35,HLT_Mu7_IP4_part2_v2,34493.397072154,33732.435134939,20.7,HFOC
321010:7037,157:157,08/08/18 11:16:59,HLT_Mu7_IP4_part2_v2,34449.252481640,33690.543764099,20.7,HFOC
321010:7037,158:158,08/08/18 11:17:22,HLT_Mu7_IP4_part2_v2,34422.380495753,33666.847796938,20.7,HFOC
321010:7037,159:159,08/08/18 11:17:45,HLT_Mu7_IP4_part2_v2,34367.978873348,33607.431894407,20.6,HFOC
321010:7037,160:160,08/08/18 11:18:08,HLT_Mu7_IP4_part2_v2,34319.402365320,33087.537172339,20.6,HFOC
321010:7037,161:161,08/08/18 11:18:32,HLT_Mu7_IP4_part2_v2,34327.922205518,33570.545120586,20.6,HFOC
321010:7037,162:162,08/08/18 11:18:55,HLT_Mu7_IP4_part2_v2,34307.822427544,33551.952621052,20.6,HFOC
321010:7037,163:163,08/08/18 11:19:18,HLT_Mu7_IP4_part2_v2,34296.309710581,33538.789866960,20.6,HFOC
321010:7037,164:164,08/08/18 11:19:42,HLT_Mu7_IP4_part2_v2,34291.284063070,33535.626136417,20.6,HFOC
321010:7037,165:165,08/08/18 11:20:05,HLT_Mu7_IP4_part2_v2,34275.158215770,33524.421747735,20.6,HFOC
321010:7037,166:166,08/08/18 11:20:28,HLT_Mu7_IP4_part2_v2,34257.692615136,33506.802121824,20.6,HFOC
321010:7037,167:167,08/08/18 11:20:52,HLT_Mu7_IP4_part2_v2,34222.218695854,33470.583341750,20.5,HFOC
321010:7037,168:168,08/08/18 11:21:15,HLT_Mu7_IP4_part2_v2,34194.006157837,33447.104976795,20.5,HFOC
321010:7037,169:169,08/08/18 11:21:38,HLT_Mu7_IP4_part2_v2,34176.476267460,33426.829033654,20.5,HFOC
321010:7037,170:170,08/08/18 11:22:02,HLT_Mu7_IP4_part2_v2,34150.209678938,33400.924162999,20.5,HFOC
321010:7037,171:171,08/08/18 11:22:25,HLT_Mu7_IP4_part2_v2,34096.110837849,32873.801985824,20.5,HFOC
321010:7037,172:172,08/08/18 11:22:48,HLT_Mu7_IP4_part2_v2,34099.683657316,33354.824591672,20.5,HFOC
321010:7037,173:173,08/08/18 11:23:11,HLT_Mu7_IP4_part2_v2,34100.536383558,33306.671940887,20.5,HFOC
321010:7037,174:174,08/08/18 11:23:35,HLT_Mu7_IP4_part2_v2,34085.814575768,33336.885659494,20.5,HFOC
321010:7037,175:175,08/08/18 11:23:58,HLT_Mu7_IP4_part2_v2,34058.337054759,33314.967529200,20.4,HFOC
321010:7037,176:176,08/08/18 11:24:21,HLT_Mu7_IP4_part2_v2,34037.907218499,33295.926043477,20.4,HFOC
321010:7037,179:179,08/08/18 11:25:31,HLT_Mu7_IP4_part2_v2,33975.524124086,33235.639203186,20.4,HFOC
321010:7037,180:180,08/08/18 11:25:55,HLT_Mu7_IP4_part2_v2,33953.848747992,33214.528240137,20.4,HFOC
321010:7037,181:181,08/08/18 11:26:18,HLT_Mu7_IP4_part2_v2,33889.734821540,33150.162290275,20.3,HFOC
321010:7037,182:182,08/08/18 11:26:41,HLT_Mu7_IP4_part2_v2,33904.197900202,33166.636858852,20.3,HFOC
321010:7037,183:183,08/08/18 11:27:05,HLT_Mu7_IP4_part2_v2,33898.597090773,32691.847034687,20.3,HFOC
321010:7037,184:184,08/08/18 11:27:28,HLT_Mu7_IP4_part2_v2,33891.605579389,33155.273540219,20.3,HFOC
321010:7037,185:185,08/08/18 11:27:51,HLT_Mu7_IP4_part2_v2,33840.975039438,33101.861579411,20.3,HFOC
321010:7037,186:186,08/08/18 11:28:15,HLT_Mu7_IP4_part2_v2,33817.415121438,32568.317153282,20.3,HFOC
321010:7037,187:187,08/08/18 11:28:38,HLT_Mu7_IP4_part2_v2,33793.905695009,33064.215145703,20.3,HFOC
321010:7037,188:188,08/08/18 11:29:01,HLT_Mu7_IP4_part2_v2,33774.968378090,32529.468897768,20.3,HFOC
321010:7037,189:189,08/08/18 11:29:24,HLT_Mu7_IP4_part2_v2,33758.634621324,33024.241519286,20.3,HFOC
321010:7037,190:190,08/08/18 11:29:48,HLT_Mu7_IP4_part2_v2,33721.432215038,32991.553092967,20.2,HFOC
321010:7037,191:191,08/08/18 11:30:11,HLT_Mu7_IP4_part2_v2,33691.659567654,32963.736707898,20.2,HFOC
321010:7037,192:192,08/08/18 11:30:34,HLT_Mu7_IP4_part2_v2,33698.975759328,32970.176671218,20.2,HFOC
321010:7037,193:193,08/08/18 11:30:58,HLT_Mu7_IP4_part2_v2,33721.620197745,32991.821007463,20.2,HFOC
321010:7037,194:194,08/08/18 11:31:21,HLT_Mu7_IP4_part2_v2,34523.105496873,33756.988832134,20.7,HFOC
321010:7037,195:195,08/08/18 11:31:44,HLT_Mu7_IP4_part2_v2,35394.229877137,34596.761846679,21.2,HFOC
321010:7037,196:196,08/08/18 11:32:08,HLT_Mu7_IP4_part2_v2,35432.520237946,34631.172974502,21.3,HFOC
321010:7037,197:197,08/08/18 11:32:31,HLT_Mu7_IP4_part2_v2,35418.371617681,34616.983853397,21.3,HFOC
321010:7037,198:198,08/08/18 11:32:54,HLT_Mu7_IP4_part2_v2,34797.455165591,34020.528173616,20.9,HFOC
321010:7037,199:199,08/08/18 11:33:18,HLT_Mu7_IP4_part2_v2,34517.094024566,33272.004557933,20.7,HFOC
321010:7037,200:200,08/08/18 11:33:41,HLT_Mu7_IP4_part2_v2,34382.149204693,33577.615165019,20.6,HFOC
321010:7037,201:201,08/08/18 11:34:04,HLT_Mu7_IP4_part2_v2,34200.780610938,33447.584856727,20.5,HFOC
321010:7037,202:202,08/08/18 11:34:27,HLT_Mu7_IP4_part2_v2,32813.514341831,32113.195357409,19.7,HFOC
321010:7037,203:203,08/08/18 11:34:51,HLT_Mu7_IP4_part2_v2,34677.276616733,33910.095205239,20.8,HFOC
321010:7037,204:204,08/08/18 11:35:14,HLT_Mu7_IP4_part2_v2,35415.068564785,34617.805922442,21.3,HFOC
321010:7037,205:205,08/08/18 11:35:37,HLT_Mu7_IP4_part2_v2,35393.957051384,34593.318595717,21.2,HFOC
321010:7037,207:207,08/08/18 11:36:24,HLT_Mu7_IP4_part2_v2,35340.710812481,34545.320759094,21.2,HFOC
321010:7037,208:208,08/08/18 11:36:47,HLT_Mu7_IP4_part2_v2,35322.466374712,34526.550396971,21.2,HFOC
321010:7037,209:209,08/08/18 11:37:11,HLT_Mu7_IP4_part2_v2,35293.903306958,34498.422914386,21.2,HFOC
321010:7037,210:210,08/08/18 11:37:34,HLT_Mu7_IP4_part2_v2,35259.436152736,33974.995398884,21.2,HFOC
321010:7037,211:211,08/08/18 11:37:57,HLT_Mu7_IP4_part2_v2,35267.526349433,33961.294762008,21.2,HFOC
321010:7037,212:212,08/08/18 11:38:21,HLT_Mu7_IP4_part2_v2,35263.934941180,34471.552524591,21.2,HFOC
321010:7037,213:213,08/08/18 11:38:44,HLT_Mu7_IP4_part2_v2,35190.785382641,28914.690042192,21.1,HFOC
321010:7037,214:214,08/08/18 11:39:07,HLT_Mu7_IP4_part2_v2,35168.577853799,12435.964331740,21.1,HFOC
321010:7037,215:215,08/08/18 11:39:31,HLT_Mu7_IP4_part2_v2,35096.012622610,34305.009986311,21.1,HFOC
321010:7037,216:216,08/08/18 11:39:54,HLT_Mu7_IP4_part2_v2,35057.871106685,34272.925372607,21.0,HFOC
321010:7037,217:217,08/08/18 11:40:17,HLT_Mu7_IP4_part2_v2,35108.590055684,34323.576341453,21.1,HFOC
321010:7037,218:218,08/08/18 11:40:41,HLT_Mu7_IP4_part2_v2,35156.861948826,34367.773495012,21.1,HFOC
321010:7037,219:219,08/08/18 11:41:04,HLT_Mu7_IP4_part2_v2,35044.204334374,34261.941227177,21.0,HFOC
321010:7037,220:220,08/08/18 11:41:27,HLT_Mu7_IP4_part2_v2,35027.044567729,33710.468332203,21.0,HFOC
321010:7037,221:221,08/08/18 11:41:50,HLT_Mu7_IP4_part2_v2,34993.638392028,34212.019435095,21.0,HFOC
321010:7037,222:222,08/08/18 11:42:14,HLT_Mu7_IP4_part2_v2,34967.241737508,34186.649327694,21.0,HFOC
321010:7037,223:223,08/08/18 11:42:37,HLT_Mu7_IP4_part2_v2,34939.437691292,34158.913014509,21.0,HFOC
321010:7037,224:224,08/08/18 11:43:00,HLT_Mu7_IP4_part2_v2,34912.237397057,34134.795600158,20.9,HFOC
321010:7037,225:225,08/08/18 11:43:24,HLT_Mu7_IP4_part2_v2,34828.794073560,34050.454916184,20.9,HFOC
321010:7037,226:226,08/08/18 11:43:47,HLT_Mu7_IP4_part2_v2,34873.834255688,34093.524088613,20.9,HFOC
321010:7037,227:227,08/08/18 11:44:10,HLT_Mu7_IP4_part2_v2,34854.547327286,34075.373921785,20.9,HFOC
321010:7037,228:228,08/08/18 11:44:34,HLT_Mu7_IP4_part2_v2,34881.909710114,34098.594220463,20.9,HFOC
321010:7037,229:229,08/08/18 11:44:57,HLT_Mu7_IP4_part2_v2,34782.769602326,34012.619535229,20.9,HFOC
321010:7037,230:230,08/08/18 11:45:20,HLT_Mu7_IP4_part2_v2,34777.481297294,34005.934736783,20.9,HFOC
321010:7037,231:231,08/08/18 11:45:44,HLT_Mu7_IP4_part2_v2,34739.416079787,33481.223317639,20.8,HFOC
321010:7037,232:232,08/08/18 11:46:07,HLT_Mu7_IP4_part2_v2,34721.675770651,33952.992659893,20.8,HFOC
321010:7037,233:233,08/08/18 11:46:30,HLT_Mu7_IP4_part2_v2,34699.028849960,33926.019812095,20.8,HFOC
321010:7037,234:234,08/08/18 11:46:53,HLT_Mu7_IP4_part2_v2,34682.430656997,33910.958276436,20.8,HFOC
321010:7037,235:235,08/08/18 11:47:17,HLT_Mu7_IP4_part2_v2,34663.680542138,33410.863650836,20.8,HFOC
321010:7037,236:236,08/08/18 11:47:40,HLT_Mu7_IP4_part2_v2,34642.111952402,33874.240303035,20.8,HFOC
321010:7037,237:237,08/08/18 11:48:03,HLT_Mu7_IP4_part2_v2,34553.606898476,33788.221769402,20.7,HFOC
321010:7037,238:238,08/08/18 11:48:27,HLT_Mu7_IP4_part2_v2,34516.922630654,33754.441669693,20.7,HFOC
321010:7037,239:239,08/08/18 11:48:50,HLT_Mu7_IP4_part2_v2,34589.763552160,33826.013894001,20.8,HFOC
321010:7037,240:240,08/08/18 11:49:13,HLT_Mu7_IP4_part2_v2,34543.370419929,33779.680267006,20.7,HFOC
321010:7037,241:241,08/08/18 11:49:37,HLT_Mu7_IP4_part2_v2,34498.405642710,33736.401754017,20.7,HFOC
321010:7037,242:242,08/08/18 11:50:00,HLT_Mu7_IP4_part2_v2,34479.729760190,33671.210094678,20.7,HFOC
321010:7037,243:243,08/08/18 11:50:23,HLT_Mu7_IP4_part2_v2,34456.038657062,33695.889826816,20.7,HFOC
321010:7037,244:244,08/08/18 11:50:47,HLT_Mu7_IP4_part2_v2,34360.334046568,33601.557504284,20.6,HFOC
321010:7037,245:245,08/08/18 11:51:10,HLT_Mu7_IP4_part2_v2,34380.176754166,33624.566135247,20.6,HFOC
321010:7037,246:246,08/08/18 11:51:33,HLT_Mu7_IP4_part2_v2,34362.728692745,33605.811624256,20.6,HFOC
321010:7037,247:247,08/08/18 11:51:57,HLT_Mu7_IP4_part2_v2,34340.793308313,33586.043557623,20.6,HFOC
321010:7037,248:248,08/08/18 11:52:20,HLT_Mu7_IP4_part2_v2,34315.631275457,22221.292239897,20.6,HFOC
321010:7037,249:249,08/08/18 11:52:43,HLT_Mu7_IP4_part2_v2,34297.969263115,17528.020750336,20.6,HFOC
321010:7037,250:250,08/08/18 11:53:07,HLT_Mu7_IP4_part2_v2,34278.599255322,33527.054746646,20.6,HFOC
321010:7037,251:251,08/08/18 11:53:30,HLT_Mu7_IP4_part2_v2,34267.161899764,33513.417808564,20.6,HFOC
321010:7037,252:252,08/08/18 11:53:53,HLT_Mu7_IP4_part2_v2,34286.187930228,33531.508441896,20.6,HFOC
321010:7037,253:253,08/08/18 11:54:16,HLT_Mu7_IP4_part2_v2,34195.612473797,33444.792507629,20.5,HFOC
321010:7037,254:254,08/08/18 11:54:40,HLT_Mu7_IP4_part2_v2,34193.529976937,33443.601170384,20.5,HFOC
321010:7037,255:255,08/08/18 11:55:03,HLT_Mu7_IP4_part2_v2,34083.547815429,33340.852516271,20.5,HFOC
321010:7037,256:256,08/08/18 11:55:26,HLT_Mu7_IP4_part2_v2,34107.986768019,33357.551984090,20.5,HFOC
321010:7037,257:257,08/08/18 11:55:50,HLT_Mu7_IP4_part2_v2,34113.933592429,33365.920133777,20.5,HFOC
321010:7037,259:259,08/08/18 11:56:36,HLT_Mu7_IP4_part2_v2,34064.854869150,33319.913790247,20.4,HFOC
321010:7037,260:260,08/08/18 11:57:00,HLT_Mu7_IP4_part2_v2,34050.435006105,33305.076125437,20.4,HFOC
321010:7037,262:262,08/08/18 11:57:46,HLT_Mu7_IP4_part2_v2,33988.093625567,33242.400731362,20.4,HFOC
321010:7037,263:263,08/08/18 11:58:09,HLT_Mu7_IP4_part2_v2,33971.314797542,33231.423909580,20.4,HFOC
321010:7037,264:264,08/08/18 11:58:33,HLT_Mu7_IP4_part2_v2,33949.871143292,33210.047875141,20.4,HFOC
321010:7037,265:265,08/08/18 11:58:56,HLT_Mu7_IP4_part2_v2,33837.282312834,33054.728601415,20.3,HFOC
321010:7037,266:266,08/08/18 11:59:19,HLT_Mu7_IP4_part2_v2,33898.279584041,33153.397873208,20.3,HFOC
321010:7037,267:267,08/08/18 11:59:43,HLT_Mu7_IP4_part2_v2,33887.135061772,33146.746230562,20.3,HFOC
321010:7037,268:268,08/08/18 12:00:06,HLT_Mu7_IP4_part2_v2,33917.412438393,33180.792854030,20.4,HFOC
321010:7037,269:269,08/08/18 12:00:29,HLT_Mu7_IP4_part2_v2,33816.452396849,33079.927764127,20.3,HFOC
321010:7037,270:270,08/08/18 12:00:53,HLT_Mu7_IP4_part2_v2,33803.580668170,33068.329126131,20.3,HFOC
321010:7037,271:271,08/08/18 12:01:16,HLT_Mu7_IP4_part2_v2,33778.969236513,33042.435127553,20.3,HFOC
321010:7037,272:272,08/08/18 12:01:39,HLT_Mu7_IP4_part2_v2,33754.913145626,33021.612973722,20.3,HFOC
321010:7037,273:273,08/08/18 12:02:03,HLT_Mu7_IP4_part2_v2,33733.907618850,33003.063960846,20.2,HFOC
321010:7037,274:274,08/08/18 12:02:26,HLT_Mu7_IP4_part2_v2,33713.703314214,32981.953991664,20.2,HFOC
321010:7037,275:275,08/08/18 12:02:49,HLT_Mu7_IP4_part2_v2,33689.129377689,32487.956541109,20.2,HFOC
321010:7037,276:276,08/08/18 12:03:13,HLT_Mu7_IP4_part2_v2,33586.831490681,32860.999238332,20.2,HFOC
321010:7037,277:277,08/08/18 12:03:36,HLT_Mu7_IP4_part2_v2,33596.290380108,32864.757328591,20.2,HFOC
